id,customer_id,price_paid,product_id
585,21721,"$66,961.61",9465
586,55468,"$88,317.64",52317
587,52545,"$4,556.04",72987
588,1030,$4.96,13183
589,9608,"$8,678.39",57853
590,47186,$9.58,81611
591,22679,"$7,207.12",17784
592,15199,"$7,021.90",87797
593,66850,"$38,391.69",8252
594,46511,$6.13,37910
595,59323,"$18,520.93",63485
596,5129,$60.41,23902
597,14976,$10.86,85176
598,14846,"$8,626.69",49056
599,12401,$2.76,39789
600,55543,"$9,077.20",25968
601,31189,$1.40,68915
602,65580,"$4,560.30",11536
603,66347,$58.53,63610
604,50428,"$2,898.17",43313
605,4515,$979.35,26911
606,44413,$83.89,26911
607,29833,"$8,116.33",63983
608,29148,"$49,338.53",58181
609,31189,"$7,633.78",19362
610,69151,$4.33,87729
611,72655,$20.80,12641
612,61422,"$47,286.87",75541
613,8012,$796.90,59025
614,32203,$891.83,9465
615,50428,"$6,491.09",62950
616,34470,"$79,454.43",59067
617,6290,$2.87,4902
618,17823,"$96,661.53",68461
619,18587,$649.86,60101
620,30461,$8.12,73957
621,8867,$7.19,80178
622,28168,"$12,907.73",87253
623,3586,"$72,638.98",43330
624,31189,"$13,660.86",11794
625,27749,$625.96,28642
626,18587,$454.72,20419
627,17823,"$5,947.65",23610
628,24243,"$12,830.19",11969
629,32203,$4.00,75766
630,3797,$88.03,64394
631,66298,$1.67,66013
632,23226,"$19,342.55",88229
633,10477,$12.96,52524
634,32203,"$4,600.95",20956
635,38724,$638.01,62339
636,22679,"$84,632.44",13832
637,28168,$1.20,39933
638,48616,$267.30,57025
639,40777,$431.79,87206
640,68243,$22.52,47029
641,45075,"$6,181.14",66471
642,64231,"$8,984.16",28528
643,14846,$54.06,72991
644,3081,"$83,710.33",61920
645,14976,"$90,606.30",42796
646,60373,$72.21,21553
647,34652,"$6,464.82",14834
648,45254,"$4,273.32",67999
649,23850,$632.62,52408
650,48365,"$23,270.46",14727
651,33575,$66.20,44170
652,64231,"$48,280.50",25550
653,29833,$98.03,7357
654,8867,"$48,029.01",68915
655,50920,"$33,456.63",48918
656,21721,"$4,103.78",53187
657,2386,$819.34,32802
658,72081,"$1,301.54",62339
659,6291,$647.64,48918
660,22679,"$2,456.30",14331
661,72081,$849.63,30231
662,65248,$50.94,27579
663,29833,"$5,916.50",8127
664,33868,"$9,860.61",48607
665,14846,$1.58,52408
666,32203,$848.70,63983
667,17068,"$3,272.25",3599
668,20056,$47.77,1665
669,46967,$80.45,69725
670,19389,"$1,954.61",47109
671,33114,"$7,232.94",56148
672,33575,$867.27,30679
673,49644,$80.26,63983
674,68031,"$7,353.20",87362
675,58809,$3.56,58018
676,3797,"$3,783.19",13619
677,35955,$9.42,87729
678,68243,$405.24,75693
679,44968,$59.63,84785
680,3081,$867.16,20890
681,47699,$295.66,48270
682,18059,"$54,419.03",28095
683,57624,$30.96,15640
684,21721,$5.53,3985
685,8012,"$7,270.18",681
686,28168,$6.36,57307
687,10143,"$53,778.84",48998
688,10540,$38.44,40990
689,31650,$92.63,72199
690,14072,$23.35,70164
691,3081,"$45,076.45",3423
692,5129,"$95,424.42",56110
693,31189,"$4,186.81",23902
694,34473,$930.99,59287
695,14072,$28.81,35469
696,23226,"$83,448.81",5193
697,71462,$130.72,38577
698,59323,$308.33,68915
699,21284,"$6,108.35",4902
700,14095,"$6,201.92",72506
701,46967,"$6,012.26",67999
702,42745,$5.44,6205
703,19358,"$2,011.88",28528
704,14072,$91.89,79576
705,48227,$43.23,33529
706,31588,$228.24,52805
707,10405,$262.62,85864
708,5984,$5.34,43168
709,71462,$4.70,60632
710,44502,$5.69,44227
711,17108,$64.97,5513
712,15522,$8.51,9535
713,6006,"$52,691.92",37548
714,41233,$2.28,46782
715,41233,$672.78,42906
716,34507,$330.11,85960
717,50428,"$6,149.34",33110
718,34507,$81.30,61648
719,27428,"$40,605.11",37344
720,44502,$4.53,57307
721,21284,$9.86,25438
722,44554,$686.75,66471
723,50920,$50.32,26431
724,3586,$200.28,5687
725,34380,"$1,754.74",77509
726,61659,$6.71,32224
727,68697,$28.82,17922
728,71287,"$8,344.03",79229
729,48921,"$7,024.76",7638
730,58253,"$4,721.64",67999
731,19358,"$4,745.37",47531
732,48728,$25.61,31943
733,62124,"$3,275.81",68461
734,6291,"$9,795.74",20960
735,34507,$137.65,25486
736,31588,$458.20,10127
737,71287,$10.56,46279
738,47933,$53.91,64021
739,63211,$0.52,82630
740,61422,$605.39,17548
741,30461,"$1,208.82",72987
742,31189,"$1,642.28",62177
743,6290,"$6,211.38",56993
744,41506,$5.21,25830
745,14846,$11.28,82630
746,23912,$294.28,43817
747,70248,$317.91,30035
748,34470,$63.00,3423
749,17575,$5.99,57757
750,3797,"$9,970.27",13183
751,26399,$17.18,52849
752,23816,"$18,507.44",84013
753,28343,"$2,871.96",82147
754,34473,$25.94,86060
755,71641,$1.13,87206
756,4515,$1.53,72665
757,69092,$143.72,85864
758,40777,$7.01,55160
759,59323,"$85,568.98",13149
760,44717,$707.44,65964
761,23850,$3.08,15584
762,66850,"$55,321.79",66293
763,48336,$28.39,47109
764,62124,$1.60,32731
765,29148,$21.00,75541
766,45075,$796.75,29666
767,22679,$6.18,30973
768,71641,$961.15,33721
769,47699,$7.94,87414
770,33575,$32.17,14202
771,62124,$726.68,14727
772,55468,"$16,812.48",11468
773,4515,$17.01,64362
774,71641,"$53,018.76",71893
775,32203,$30.98,71705
776,68031,"$8,878.13",37548
777,27749,$94.42,57685
778,48616,$332.22,21553
779,14846,$446.69,81775
780,33868,$6.23,36334
781,63062,$926.79,75689
782,24243,$71.51,79289
783,3797,"$8,084.53",42699
784,15913,$79.33,3423
785,39168,$2.40,75985
786,71744,$4.80,30665
787,5984,$0.51,43817
788,27813,$381.39,64729
789,34303,$635.43,66599
790,45254,"$90,880.51",43330
791,21284,$348.63,87364
792,15931,$1.07,12483
793,56165,$76.73,17548
794,44554,$5.17,46279
795,22259,$281.05,31943
796,12406,"$30,167.76",46592
797,68031,"$3,075.52",13183
798,46967,$990.56,66785
799,14976,$1.66,76146
800,40777,"$3,614.73",81775
801,19389,"$4,201.71",28096
802,70068,$66.94,52790
803,35955,"$39,525.38",45024
804,1899,$461.51,11641
805,45254,$98.65,3599
806,71641,$782.39,13507
807,47304,"$61,966.08",6314
808,2127,"$37,041.48",4902
809,28168,"$5,462.03",12086
810,19358,"$75,477.45",75985
811,34303,"$8,695.60",10127
812,23850,"$89,573.25",11142
813,34303,$38.48,48687
814,31189,$86.09,15494
815,70068,$94.18,64729
816,47699,$5.58,71017
817,65248,"$74,842.85",8252
818,2386,$60.94,11735
819,58253,$902.95,74947
820,47304,$352.94,38845
821,70619,$5.96,17922
822,15931,"$33,712.82",66293
823,14976,"$60,203.69",28528
824,17575,$0.17,32807
825,8755,$77.14,46056
826,58809,$6.63,3368
827,28360,"$37,486.36",47029
828,72081,$272.95,24774
829,65248,"$32,607.70",11142
830,2127,$33.38,1752
831,50876,$77.67,46338
832,7086,$2.69,32807
833,48921,$3.72,44874
834,23814,$94.99,33264
835,24243,"$1,825.88",47029
836,70619,$25.30,75033
837,15931,$50.06,26911
838,53168,$6.42,60512
839,34380,$97.80,4902
840,62124,$704.18,56993
841,72081,"$1,621.23",84432
842,50441,$7.17,82829
843,47933,$55.33,9663
844,12401,$3.77,21553
845,50428,$57.80,71415
846,12480,$0.25,64063
847,14990,"$7,056.10",76674
848,62124,$363.24,58721
849,3081,$771.26,11735
850,34652,$95.94,81775
851,48301,"$63,700.76",63983
852,2127,$9.28,63003
853,36019,"$5,184.46",37344
854,28343,$189.20,20096
855,23814,"$1,299.59",23902
856,10540,"$14,379.14",24774
857,40777,$32.59,17922
858,17823,$9.72,12483
859,3797,"$66,429.56",43330
860,14976,$99.37,14727
861,5757,"$85,105.21",62339
862,29148,$912.28,49056
863,26441,$3.27,59868
864,72655,"$8,145.15",72016
865,14846,$7.40,77105
866,31588,$5.70,21553
867,27813,$288.01,28096
868,41233,$975.74,76199
869,44717,"$65,944.40",2879
870,52744,"$2,976.49",54245
871,20056,"$65,812.45",85960
872,23226,"$6,509.53",38959
873,3797,$90.40,27447
874,19894,"$5,548.45",52524
875,33114,"$3,017.63",81611
876,23226,$438.07,38047
877,61659,"$74,815.83",41180
878,14072,$481.08,12641
879,31650,$4.91,87414
880,3892,$228.91,42885
881,27813,$799.70,48687
882,35091,$700.87,29386
883,33114,$126.51,52849
884,48336,$0.51,48724
885,55543,"$2,467.25",69327
886,52339,$60.49,12271
887,67928,$8.46,58018
888,23912,"$13,838.92",70800
889,52744,"$8,377.34",19351
890,3586,$458.18,69875
891,9211,$2.62,66785
892,6291,"$64,520.83",5687
893,71641,"$93,114.83",86552
894,50441,"$42,263.80",6264
895,52502,$35.04,38845
896,22259,$605.37,54876
897,15199,$476.11,46338
898,12480,"$29,707.43",74690
899,37304,"$1,974.39",15494
900,40941,"$35,106.76",20439
901,23850,"$4,574.58",11794
902,28343,$912.62,28233
903,6290,"$14,929.68",71600
904,31588,$59.76,64021
905,66298,$861.19,43313
906,28343,"$30,959.97",58181
907,64006,$7.84,37344
908,55468,$53.42,72665
909,72081,$21.53,59868
910,8755,$4.35,5513
911,12401,$935.69,30568
912,50876,$57.68,42796
913,69151,$908.28,42120
914,47933,$60.59,40406
915,63839,"$88,095.26",22583
916,52744,"$3,310.77",30973
917,61659,"$8,629.79",71037
918,72081,"$37,069.71",16331
919,6006,"$1,345.77",2553
920,64006,$4.93,48687
921,63839,$28.40,82147
922,15256,$752.12,66692
923,31650,$7.21,74063
924,22259,$233.88,28096
925,44717,$938.29,8012
926,69092,$389.18,45249
927,71287,$42.09,82002
928,15199,"$59,411.64",681
929,8867,$976.53,69725
930,34507,"$28,422.31",84013
931,71641,$552.28,67322
932,1030,$98.00,44170
933,14846,$6.13,32807
934,12388,$9.69,35393
935,14990,"$68,578.28",41461
936,12480,$52.55,38047
937,47699,"$2,223.66",44170
938,48227,$78.66,14834
939,33868,"$74,300.15",17784
940,48728,"$8,036.36",23450
941,44554,"$38,373.58",75766
942,41506,"$75,737.85",13149
943,52502,$54.06,9663
944,2386,$419.55,76674
945,58253,"$7,607.54",61648
946,55829,"$32,019.67",27086
947,28168,"$88,486.61",85582
948,23912,$20.98,5258
949,28360,$151.42,66471
950,23226,$29.27,25805
951,9608,$85.58,45249
952,27813,"$44,565.57",50772
953,27749,$9.66,8523
954,40777,$3.41,40406
955,68697,"$4,952.23",4902
956,67928,"$4,455.20",30679
957,57848,"$25,546.16",21553
958,34380,$301.63,36324
959,40798,"$5,189.49",70316
960,7086,$457.07,9384
961,41506,$6.51,36324
962,14976,"$49,003.59",26911
963,34473,"$4,459.46",87969
964,12401,"$85,321.40",25611
965,35091,$634.99,72032
966,41506,$25.90,7638
967,66347,$965.34,69327
968,48227,$959.09,26431
969,24824,$780.62,88160
970,52502,"$8,853.86",77033
971,65580,$64.39,30231
972,27749,"$8,191.23",26431
973,52502,$89.64,25438
974,50920,$92.56,42699
975,35091,$742.75,74758
976,22679,"$6,085.40",5715
977,17823,$432.98,13188
978,33575,$9.83,30568
979,6291,"$7,009.12",37344
980,14846,"$1,141.04",3599
981,61659,"$5,757.92",64063
982,13332,"$69,480.75",37764
